
2026-01-15 17:17:27,415 | INFO | Products being loaded into DB
2026-01-15 17:17:27,418 | INFO | Initiating Product Object : {'id': 1, 'name': 'Accer-Nitro-laptop', 'prize': 68000, 'stock': 100}
2026-01-15 17:17:27,421 | INFO | Initiating Product Object : {'id': 2, 'name': 'Lenovo-laptop-max-prime', 'prize': 70000, 'stock': 20}
2026-01-15 17:17:27,423 | INFO | Initiating User with information : {self.information}
2026-01-15 17:17:27,423 | INFO | Initiating Product Object : {'id': 1, 'name': 'Accer-Nitro-laptop', 'prize': 68000, 'stock': 100}
2026-01-15 17:17:27,423 | INFO | Total computed for transactions : 68000
2026-01-15 17:17:27,423 | INFO | Initiating Product Object : {'id': 1, 'name': 'Accer-Nitro-laptop', 'prize': 68000, 'stock': 100}
2026-01-15 17:17:27,426 | INFO | Updating information : {'id': 1, 'name': 'Accer-Nitro-laptop', 'prize': 68000, 'stock': 99} with info -1
2026-01-15 17:17:27,426 | INFO | Transaction updated for the information : {'product_id': 1, 'stock': 1, 'customer_id': 1}
